block_id,page,section,text,language,block_type,status,pair_id
p012_b0010,12,0.5,CPAR 纠正及预防措施要求书Corrective and Preventive Action Request,mixed,paragraph,unpaired,
p012_b0011,12,0.5,SCAR 供应商纠正措施报告Supplier Corrective Action Report,mixed,paragraph,unpaired,
p012_b0012,12,0.5,DCC 文控中心Document Control Centre,mixed,paragraph,unpaired,
p012_b0013,12,0.5,DHF 完成器材的设计历史之编纂纪录,mixed,paragraph,unpaired,
p012_b0014,12,0.5,"Design History File, a compilation of records for the design history of a complete device",en,paragraph,unpaired,
p012_b0015,12,0.5,完成器材的生产历史之编纂纪录,zh,paragraph,unpaired,
p012_b0016,12,0.5,DHR,en,paragraph,unpaired,
p012_b0017,12,0.5,"Device History Record, a compilation of records containing the production history of a complete device",en,paragraph,unpaired,
p012_b0018,12,0.5,制造完成器材的程序及规格之编纂纪录,zh,paragraph,unpaired,
p012_b0019,12,0.5,DMR,en,paragraph,unpaired,
p012_b0020,12,0.5,"Device Master Record, a compilation of records containing the procedures and specifications for making a complete device",en,paragraph,unpaired,
p012_b0021,12,0.5,GM 总经理General Manager,mixed,paragraph,unpaired,
p012_b0022,12,0.5,ISO 国际标准组织International Standard Organization,mixed,paragraph,unpaired,
p012_b0023,12,0.5,MC 医科创建有限公司MediConcepts Limited,mixed,paragraph,unpaired,
p012_b0024,12,0.5,"MCG Group means MediConcepts Group and include MC, NM, and MCDP",en,paragraph,unpaired,
p012_b0025,12,0.5,MR 管理者代表Management Representative,mixed,paragraph,unpaired,
p012_b0026,12,0.5,MRB 物料审查委员会Material Review Board,mixed,paragraph,unpaired,
p012_b0027,12,0.5,NM 力医疗有限公司Nex Medical Limited,mixed,paragraph,unpaired,
p012_b0028,12,0.5,OEM 代加工生产Original Equipment Manufacture,mixed,paragraph,unpaired,
p012_b0029,12,0.5,QE 品质工程师Quality Engineer,mixed,paragraph,unpaired,
p012_b0030,12,0.5,QM 质量手册Quality Manual,mixed,paragraph,unpaired,
p012_b0031,12,0.5,QMS 质量管理体系Quality Management System,mixed,paragraph,unpaired,
p012_b0032,12,0.5,QSP 质量管理体系程序Quality Management System Procedure,mixed,paragraph,unpaired,
p012_b0033,12,0.5,WI 工作指引Work Instruction,mixed,paragraph,unpaired,
p012_b0034,12,0.5,MCDP 医创建科技（深圳）有限公司,mixed,paragraph,unpaired,
p012_b0035,12,0.5,MediConcepts Technology (ShenZhen)Company Limited,en,paragraph,unpaired,
p012_b0036,12,0.5,MDF 医疗器械文档Medical Device File,mixed,paragraph,unpaired,
p012_b0037,12,0.5,PRRC 法規符合性負責人Person Responsible for Regulatory Compliance,mixed,paragraph,unpaired,
p012_b0038,12,0.5,MF 醫創天工 Medifabrica Ltd.,mixed,paragraph,unpaired,
p013_b0001,13,0.5,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p013_b0002,13,0.5,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p013_b0003,13,0.5,页次Page No.： 第13页共83页,mixed,paragraph,unpaired,
p013_b0004,13,0.5,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,unpaired,
p013_b0006,13,0.6,0.6 分发控制Distribution Control,mixed,heading,unpaired,
p013_b0008,13,0.6,质量管理体系内品质部负责人及总经理（管理者代表）原始签名的手册为质量手册之原始版本。本手 册的分发，品质主管将原始版本送交文控中心进行复制和背书。,zh,paragraph,unpaired,
p013_b0009,13,0.6,"Only the manual that bears the original signatures of the officer in charge of Quality Management System, and the General Manager (Management Representative) is the original document. To distribute this manual, Quality Supervisor will transfer the original document to the DCC for duplication and endorsement.",en,paragraph,unpaired,
p013_b0010,13,0.6,文控应在手册之原始版本背面盖上红色的“正本文件”印章，在要分发的副本正面盖上红色的“受控文 件”印章。,zh,paragraph,unpaired,
p013_b0011,13,0.6,"The original QM shall be marked original signatures of thy the DCC Clerk. The DCC Clerk shall duplicate sufficient copies, according to the distribution list as shown on the cover page of this manual. All copies for distribution shall be marked “Controlled Document” in red.",en,paragraph,unpaired,
p013_b0012,13,0.6,非正式情况下，MediConcepts Group 及其子公司将会提供一份盖有“参考文件”印章的手册副本予客 户，该复本为非受控文件，仅供参考。,mixed,paragraph,unpaired,
p013_b0013,13,0.6,"Under informal case, MediConcepts Group and her subsidiaries will offer a copy of this manual with the “REFERENCES DOCUMENT” marked to the customer, which is an uncontrolled copy and shall be used for reference only.",en,paragraph,unpaired,
p013_b0014,13,0.6,分发给各部门之副本是MediConcepts Group 的受控及机密文件，其在没有MediConcepts Group 的书 面批准下，不得部分或整体泄露给第三方。,mixed,paragraph,unpaired,
p013_b0015,13,0.6,Any copies distributed to the subsidiaries/ departments are controlled documents and contain confidential information proprietary of the MediConcepts Group and shall not be disclosed to any third party without MediConcepts Group written approval.,en,paragraph,unpaired,
p013_b0016,13,0.6,每当有新版本的质量手册发行时，文控中心负责回收所有的作废版本之手册。,zh,paragraph,unpaired,
p013_b0017,13,0.6,DCC is responsible for retrieving all manuals that are superseded by a later revision.,en,paragraph,unpaired,
p014_b0001,14,0.6,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p014_b0002,14,0.6,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p014_b0003,14,0.6,页次Page No.： 第14页共83页,mixed,paragraph,unpaired,
p014_b0004,14,0.6,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,unpaired,
p014_b0006,14,0.7,0.7 本手册与相关质量管理体系标准的条款对照表(第12-17 页),zh,heading,unpaired,
p014_b0007,14,0.7,Matrix between ISO 13485: 2016、Sterility detailed Clauses、21CFR820 and the Reference Procedures(Page 12-,en,paragraph,unpaired,
p014_b0008,14,0.7,17),number,paragraph,unpaired,
p014_b0009,14,0.7,ISO13485 标准条款,mixed,paragraph,unpaired,
p014_b0010,14,0.7,标准条款内容,zh,paragraph,unpaired,
p014_b0011,14,0.7,无菌细则条款,zh,paragraph,unpaired,
p014_b0012,14,0.7,本手册章节,zh,paragraph,unpaired,
p014_b0013,14,0.7,相关程序,zh,paragraph,unpaired,
p014_b0014,14,0.7,QSR 820,en,paragraph,unpaired,
p014_b0015,14,0.7,（基于ISO13485 条款）,mixed,paragraph,unpaired,
p014_b0016,14,0.7,ISO13458 Standard Clauses,en,paragraph,unpaired,
p014_b0017,14,0.7,Sterility detailed,en,paragraph,unpaired,
p014_b0018,14,0.7,(21CFR820),en,paragraph,unpaired,
p014_b0019,14,0.7,Chapters of,en,paragraph,unpaired,
p014_b0020,14,0.7,Reference Procedures,en,paragraph,unpaired,
p014_b0021,14,0.7,(2016),number,paragraph,unpaired,
p014_b0022,14,0.7,Description of Standard Clauses,en,paragraph,unpaired,
p014_b0023,14,0.7,Clauses,en,paragraph,unpaired,
p014_b0024,14,0.7,(2017.04.01),number,paragraph,unpaired,
p014_b0025,14,0.7,this Manual,en,paragraph,unpaired,
p014_b0026,14,0.7,(2016),number,paragraph,unpaired,
p014_b0027,14,0.7,(2009),number,paragraph,unpaired,
p014_b0028,14,0.7,第一条,zh,paragraph,unpaired,
p014_b0029,14,0.7,1 范围,zh,paragraph,unpaired,
p014_b0030,14,0.7,820.1 0.3,number,paragraph,unpaired,
p014_b0031,14,0.7,第二条,zh,paragraph,unpaired,
p014_b0032,14,0.7,2 规范性引用文件 / / 0.4,zh,paragraph,unpaired,
p014_b0033,14,0.7,3 术语和定义 / 820.3 0.5,zh,paragraph,unpaired,
p014_b0034,14,0.7,4 质量管理体系要求 / / 4,zh,paragraph,unpaired,
p014_b0035,14,0.7,820.5,number,paragraph,unpaired,
p014_b0036,14,0.7,4.1 整体要求 第三条,zh,paragraph,unpaired,
p014_b0037,14,0.7,4.1,number,paragraph,unpaired,
p014_b0038,14,0.7,820.20(e),en,paragraph,unpaired,
p014_b0039,14,0.7,4.2 文件要求 / / 4.2,zh,paragraph,unpaired,
p014_b0040,14,0.7,总则,zh,paragraph,unpaired,
p014_b0041,14,0.7,QSP0401,en,paragraph,unpaired,
p014_b0042,14,0.7,4.2.1,number,paragraph,unpaired,
p014_b0043,14,0.7,第二十三条 820.20(e) 4.2.1,mixed,paragraph,unpaired,
p014_b0044,14,0.7,General,en,paragraph,unpaired,
p014_b0045,14,0.7,文件及记录控制,zh,paragraph,unpaired,
p014_b0046,14,0.7,Document and Record,en,paragraph,unpaired,
p014_b0047,14,0.7,4.2.2 质量手册 第二十三条 / 4.2.2,zh,paragraph,unpaired,
p014_b0048,14,0.7,Control,en,paragraph,unpaired,
p014_b0049,14,0.7,4.2.3 医疗器械文档 第二十四条 820.181 4.2.3,zh,paragraph,unpaired,
p014_b0050,14,0.7,第二十五条,zh,paragraph,unpaired,
p014_b0051,14,0.7,4.2.4 文件控制,zh,paragraph,unpaired,
p014_b0052,14,0.7,820.40 4.2.4,number,paragraph,unpaired,
p014_b0053,14,0.7,第二十六条,zh,paragraph,unpaired,
p014_b0054,14,0.7,820.180,number,paragraph,unpaired,
p014_b0055,14,0.7,4.2.5 记录控制 第二十七条,zh,paragraph,unpaired,
p014_b0056,14,0.7,4.2.5,number,paragraph,unpaired,
p014_b0057,14,0.7,820.186,number,paragraph,unpaired,
p014_b0058,14,0.7,5 管理职责 / / 5,zh,paragraph,unpaired,
p014_b0059,14,0.7,5.1 管理承诺 第四条 820.20(a) 5.1,mixed,paragraph,unpaired,
p014_b0060,14,0.7,5.2 以顾客为关注焦点 第五条 820.20(a) 5.2,mixed,paragraph,unpaired,
p014_b0061,14,0.7,5.3 质量方针 第五条 820.20(a) 5.3,mixed,paragraph,unpaired,
p014_b0062,14,0.7,5.4 策划 / / 5.4,zh,paragraph,unpaired,
p014_b0063,14,0.7,QSP0501,en,paragraph,unpaired,
p014_b0064,14,0.7,5.4.1 质量目标 第五条 820.20(a) 5.4.1,mixed,paragraph,unpaired,
p014_b0065,14,0.7,管理评审,zh,paragraph,unpaired,
p014_b0066,14,0.7,5.4.2 质量管理体系策划 第六条 820.20(e) 5.4.2,mixed,paragraph,unpaired,
p014_b0067,14,0.7,Management Review,en,paragraph,unpaired,
p014_b0068,14,0.7,5.5 职责、权限与沟通 / / 5.5,zh,paragraph,unpaired,
p014_b0069,14,0.7,5.5.1 职责和权限 第五条 820(b)(1) 5.5.1,mixed,paragraph,unpaired,
p014_b0070,14,0.7,5.5.2 管理者代表 第六条 820(b)(3) 5.5.2,mixed,paragraph,unpaired,
p014_b0071,14,0.7,5.5.3 内部沟通 第五条 820(b) 5.5.3,mixed,paragraph,unpaired,
p014_b0072,14,0.7,5.6 管理评审 第五条 820（c） 5.6,mixed,paragraph,unpaired,
p015_b0001,15,0.7,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p015_b0002,15,0.7,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p015_b0003,15,0.7,页次Page No.： 第15页共83页,mixed,paragraph,unpaired,
p015_b0004,15,0.7,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,unpaired,
p015_b0006,15,0.7,5.6.1 总则 5.6.1,zh,paragraph,unpaired,
p015_b0007,15,0.7,5.6.2 评审输入 5.6.2,zh,paragraph,unpaired,
p015_b0008,15,0.7,5.6.3 评审输出 5.6.3,zh,paragraph,unpaired,
p015_b0009,15,0.7,6 资源管理 / / 6 QSP0601,mixed,paragraph,unpaired,
p015_b0010,15,0.7,培训,zh,paragraph,unpaired,
p015_b0011,15,0.7,6.1 资源提供 第七条 820.20(b)(2) 6.1,mixed,paragraph,unpaired,
p015_b0012,15,0.7,Training,en,paragraph,unpaired,
p015_b0013,15,0.7,6.2 人力资源 第八条 820.25 6.2,zh,paragraph,unpaired,
p015_b0014,15,0.7,QSP0715,en,paragraph,unpaired,
p015_b0015,15,0.7,设备的管理、维修及保养,zh,paragraph,unpaired,
p015_b0016,15,0.7,820.70(f),en,paragraph,unpaired,
p015_b0017,15,0.7,6.3 基础设施 第九条,zh,paragraph,unpaired,
p015_b0018,15,0.7,6.3,number,paragraph,unpaired,
p015_b0019,15,0.7,820.70(g),en,paragraph,unpaired,
p015_b0020,15,0.7,"Management, Repair and",en,paragraph,unpaired,
p015_b0021,15,0.7,Maintenance of Equipment,en,paragraph,unpaired,
p015_b0022,15,0.7,6.4 工作环境和污染控制 / / 6.4,zh,paragraph,unpaired,
p015_b0023,15,0.7,第十条,zh,paragraph,unpaired,
p015_b0024,15,0.7,第十一条,zh,paragraph,unpaired,
p015_b0025,15,0.7,QSP0711,en,paragraph,unpaired,
p015_b0026,15,0.7,货仓及生产车间清洁环境管,zh,paragraph,unpaired,
p015_b0027,15,0.7,第十四条,zh,paragraph,unpaired,
p015_b0028,15,0.7,理,zh,paragraph,unpaired,
p015_b0029,15,0.7,第十五条,zh,paragraph,unpaired,
p015_b0030,15,0.7,第十六条,zh,paragraph,unpaired,
p015_b0031,15,0.7,Warehouse and Production,en,paragraph,unpaired,
p015_b0032,15,0.7,820.70（c）,en,paragraph,unpaired,
p015_b0033,15,0.7,第十七条,zh,paragraph,unpaired,
p015_b0034,15,0.7,6.4.1 工作环境,zh,paragraph,unpaired,
p015_b0035,15,0.7,6.4.1,number,paragraph,unpaired,
p015_b0036,15,0.7,Area Cleaning Environment,en,paragraph,unpaired,
p015_b0037,15,0.7,820.70（d）,en,paragraph,unpaired,
p015_b0038,15,0.7,第十八条,zh,paragraph,unpaired,
p015_b0039,15,0.7,Management,en,paragraph,unpaired,
p015_b0040,15,0.7,第十九条,zh,paragraph,unpaired,
p015_b0041,15,0.7,QSP0712,en,paragraph,unpaired,
p015_b0042,15,0.7,洁净车间环境监控,zh,paragraph,unpaired,
p015_b0043,15,0.7,第二十条,zh,paragraph,unpaired,
p015_b0044,15,0.7,第二十一条,zh,paragraph,unpaired,
p015_b0045,15,0.7,Clean Room Environmental,en,paragraph,unpaired,
p015_b0046,15,0.7,第二十二条,zh,paragraph,unpaired,
p015_b0047,15,0.7,Control,en,paragraph,unpaired,
p015_b0048,15,0.7,第十二条,zh,paragraph,unpaired,
p015_b0049,15,0.7,6.4.2 污染控制,zh,paragraph,unpaired,
p015_b0050,15,0.7,820.70(e) 6.4.2,en,paragraph,unpaired,
p015_b0051,15,0.7,第十三条,zh,paragraph,unpaired,
p015_b0052,15,0.7,7 产品实现 / / 7,zh,paragraph,unpaired,
p015_b0053,15,0.7,7.1 产品实现的策划 第六十九条 / 7.1,zh,paragraph,unpaired,
p015_b0054,15,0.7,QSP0701 合同/订单评审,mixed,paragraph,unpaired,
p015_b0055,15,0.7,7.2 与客户相关的过程 /,zh,paragraph,unpaired,
p015_b0056,15,0.7,7.2,number,paragraph,unpaired,
p015_b0057,15,0.7,Contract /PO Review,en,paragraph,unpaired,
p015_b0058,15,0.7,QSP0702 客户沟通处理,mixed,paragraph,unpaired,
p015_b0059,15,0.7,7.2.1 产品要求的确定 第六十九条 7.2.1,zh,paragraph,unpaired,
p015_b0060,15,0.7,Customer Communication,en,paragraph,unpaired,
p015_b0061,15,0.7,7.2.2 产品要求的评审 第六十九条 7.2.2,zh,paragraph,unpaired,
p015_b0062,15,0.7,Handling QSP0703 客供财物,mixed,paragraph,unpaired,
p015_b0063,15,0.7,820.160,number,paragraph,unpaired,
p015_b0064,15,0.7,第七十八条,zh,paragraph,unpaired,
p015_b0065,15,0.7,处理Customer Consigned,mixed,paragraph,unpaired,
p015_b0066,15,0.7,第七十九条,zh,paragraph,unpaired,
p015_b0067,15,0.7,7.2.3 沟通,zh,paragraph,unpaired,
p015_b0068,15,0.7,7.2.3,number,paragraph,unpaired,
p015_b0069,15,0.7,Property Control,en,paragraph,unpaired,
p015_b0070,15,0.7,第八十条,zh,paragraph,unpaired,
p015_b0071,15,0.7,第八十一条,zh,paragraph,unpaired,
p016_b0001,16,0.7,质量管理体系Quality Management System 文件编号Doc No.： QM01,mixed,header_footer,header_footer,
p016_b0002,16,0.7,文件版本Doc Rev.： N CR2670 DR0562,mixed,header_footer,header_footer,
p016_b0003,16,0.7,页次Page No.： 第16页共83页,mixed,paragraph,unpaired,
p016_b0004,16,0.7,文 件 名 称 Document Name: 质 量 手 册 Quality Manual,mixed,paragraph,unpaired,
p016_b0006,16,0.7,7.3 设计和开发 / / 7.3 QSP0704,mixed,paragraph,unpaired,
p016_b0007,16,0.7,设计与开发控制及新产品引,zh,paragraph,unpaired,
p016_b0008,16,0.7,7.3.1 总则 第二十八条 820.30(a) 7.3.1,mixed,paragraph,unpaired,
p016_b0009,16,0.7,进控制,zh,paragraph,unpaired,
p016_b0010,16,0.7,7.3.2 设计和开发策划 第二十九条 820.30(b) 7.3.2,mixed,paragraph,unpaired,
p016_b0011,16,0.7,Design and Development,en,paragraph,unpaired,
p016_b0012,16,0.7,7.3.3 设计和开发输入 第三十条 820.30(c ) 7.3.3,mixed,paragraph,unpaired,
